0,Patriots,Dolphins
0,Patriots,Bills
0,Patriots,Jets
0,Patriots,Chiefs
0,Patriots,Chargers
0,Patriots,Falcons
0,Patriots,Panthers
0,Patriots,Texans
0,Dolphins,Patriots
0,Dolphins,Bills
0,Dolphins,Jets
0,Dolphins,Broncos
0,Dolphins,Raiders
0,Dolphins,Saints
0,Dolphins,Bucs
0,Dolphins,Titans
0,Bills,Patriots
0,Bills,Dolphins
0,Bills,Jets
0,Bills,Broncos
0,Bills,Raiders
0,Bills,Saints
0,Bills,Bucs
0,Bills,Colts
0,Jets,Patriots
0,Jets,Dolphins
0,Jets,Bills
0,Jets,Chiefs
0,Jets,Chargers
0,Jets,Falcons
0,Jets,Panthers
0,Jets,Jaguars
0,Steelers,Ravens
0,Steelers,Bengals
0,Steelers,Browns
0,Steelers,Jaguars
0,Steelers,Titans
0,Steelers,Packers
0,Steelers,Vikings
0,Steelers,Patriots
0,Ravens,Steelers
0,Ravens,Bengals
0,Ravens,Browns
0,Ravens,Colts
0,Ravens,Texans
0,Ravens,Bears
0,Ravens,Lions
0,Ravens,Dolphins
0,Bengals,Steelers
0,Bengals,Ravens
0,Bengals,Browns
0,Bengals,Colts
0,Bengals,Texans
0,Bengals,Bears
0,Bengals,Lions
0,Bengals,Bills
0,Browns,Steelers
0,Browns,Ravens
0,Browns,Bengals
0,Browns,Jaguars
0,Browns,Titans
0,Browns,Packers
0,Browns,Vikings
0,Browns,Jets
0,Texans,Titans
0,Texans,Colts
0,Texans,Jaguars
0,Texans,Steelers
0,Texans,Browns
0,Texans,Cardinals
0,Texans,49ers
0,Texans,Raiders
0,Titans,Texans
0,Titans,Colts
0,Titans,Jaguars
0,Titans,Ravens
0,Titans,Bengals
0,Titans,Rams
0,Titans,Seahawks
0,Titans,Chiefs
0,Colts,Texans
0,Colts,Titans
0,Colts,Jaguars
0,Colts,Steelers
0,Colts,Browns
0,Colts,Cardinals
0,Colts,49ers
0,Colts,Broncos
0,Jaguars,Texans
0,Jaguars,Titans
0,Jaguars,Colts
0,Jaguars,Ravens
0,Jaguars,Bengals
0,Jaguars,Rams
0,Jaguars,Seahawks
0,Jaguars,Chargers
0,Chiefs,Raiders
0,Chiefs,Broncos
0,Chiefs,Chargers
0,Chiefs,Dolphins
0,Chiefs,Bills
0,Chiefs,Eagles
0,Chiefs,Redskins
0,Chiefs,Steelers
0,Raiders,Chiefs
0,Raiders,Broncos
0,Raiders,Chargers
0,Raiders,Patriots
0,Raiders,Jets
0,Raiders,Cowboys
0,Raiders,Giants
0,Raiders,Ravens
0,Broncos,Chiefs
0,Broncos,Raiders
0,Broncos,Chargers
0,Broncos,Patriots
0,Broncos,Jets
0,Broncos,Cowboys
0,Broncos,Giants
0,Broncos,Bengals
0,Chargers,Chiefs
0,Chargers,Raiders
0,Chargers,Broncos
0,Chargers,Dolphins
0,Chargers,Bills
0,Chargers,Eagles
0,Chargers,Redskins
0,Chargers,Browns
0,Cowboys,Giants
0,Cowboys,Redskins
0,Cowboys,Eagles
0,Cowboys,Rams
0,Cowboys,Seahawks
0,Cowboys,Chiefs
0,Cowboys,Chargers
0,Cowboys,Packers
0,Giants,Cowboys
0,Giants,Redskins
0,Giants,Eagles
0,Giants,Rams
0,Giants,Seahawks
0,Giants,Chiefs
0,Giants,Chargers
0,Giants,Lions
0,Redskins,Cowboys
0,Redskins,Giants
0,Redskins,Eagles
0,Redskins,49ers
0,Redskins,Cardinals
0,Redskins,Broncos
0,Redskins,Raiders
0,Redskins,Vikings
0,Eagles,Cowboys
0,Eagles,Giants
0,Eagles,Redskins
0,Eagles,49ers
0,Eagles,Cardinals
0,Eagles,Broncos
0,Eagles,Raiders
0,Eagles,Bears
0,Packers,Lions
0,Packers,Vikings
0,Packers,Bears
0,Packers,Saints
0,Packers,Bucs
0,Packers,Ravens
0,Packers,Bengals
0,Packers,Seahawks
0,Lions,Packers
0,Lions,Vikings
0,Lions,Bears
0,Lions,Falcons
0,Lions,Panthers
0,Lions,Steelers
0,Lions,Browns
0,Lions,Cardinals
0,Vikings,Packers
0,Vikings,Lions
0,Vikings,Bears
0,Vikings,Saints
0,Vikings,Bucs
0,Vikings,Ravens
0,Vikings,Bengals
0,Vikings,Rams
0,Bears,Packers
0,Bears,Lions
0,Bears,Vikings
0,Bears,Falcons
0,Bears,Panthers
0,Bears,Steelers
0,Bears,Browns
0,Bears,49ers
0,Falcons,Bucs
0,Falcons,Saints
0,Falcons,Panthers
0,Falcons,Packers
0,Falcons,Vikings
0,Falcons,Dolphins
0,Falcons,Bills
0,Falcons,Cowboys
0,Bucs,Falcons
0,Bucs,Saints
0,Bucs,Panthers
0,Bucs,Bears
0,Bucs,Lions
0,Bucs,Patriots
0,Bucs,Jets
0,Bucs,Giants
0,Saints,Falcons
0,Saints,Bucs
0,Saints,Panthers
0,Saints,Bears
0,Saints,Lions
0,Saints,Patriots
0,Saints,Jets
0,Saints,Redskins
0,Panthers,Falcons
0,Panthers,Bucs
0,Panthers,Saints
0,Panthers,Packers
0,Panthers,Vikings
0,Panthers,Dolphins
0,Panthers,Bills
0,Panthers,Eagles
0,Seahawks,Cardinals
0,Seahawks,Rams
0,Seahawks,49ers
0,Seahawks,Redskins
0,Seahawks,Eagles
0,Seahawks,Texans
0,Seahawks,Colts
0,Seahawks,Falcons
0,Cardinals,Seahawks
0,Cardinals,Rams
0,Cardinals,49ers
0,Cardinals,Giants
0,Cardinals,Cowboys
0,Cardinals,Jaguars
0,Cardinals,Titans
0,Cardinals,Bucs
0,Rams,Seahawks
0,Rams,Cardinals
0,Rams,49ers
0,Rams,Redskins
0,Rams,Eagles
0,Rams,Texans
0,Rams,Colts
0,Rams,Saints
0,49ers,Seahawks
0,49ers,Cardinals
0,49ers,Rams
0,49ers,Giants
0,49ers,Cowboys
0,49ers,Jaguars
0,49ers,Titans
0,49ers,Panthers
